   0.52 ,02383.00 ,47 
   1.23 ,02373.00 ,47 
   1.95 ,02366.00 ,47 
   2.69 ,02369.00 ,47 
   3.41 ,02371.00 ,47 
   4.14 ,02367.00 ,47 
   4.86 ,02367.00 ,47 
   5.58 ,02376.00 ,47 
   6.33 ,02390.00 ,47 
   7.03 ,02376.00 ,47 
   7.77 ,02376.00 ,47 
   8.48 ,02403.00 ,47 
   9.20 ,02411.00 ,47 
   9.94 ,02414.00 ,47 
   10.66 ,02417.00 ,47 
   11.39 ,02421.00 ,47 
   12.11 ,02423.00 ,47 
   12.83 ,02432.00 ,47 
   13.56 ,02448.00 ,47 
   14.28 ,02451.00 ,47 
   15.02 ,02455.00 ,47 
   15.73 ,02464.00 ,47 
   16.47 ,02473.00 ,47 
   17.19 ,02488.00 ,47 
   17.92 ,02492.00 ,47 
   18.64 ,02495.00 ,47 
   19.38 ,02519.00 ,47 
   20.09 ,02527.00 ,47 
   20.83 ,02536.00 ,47 
   21.56 ,02547.00 ,47 
   22.28 ,02576.00 ,47 
   23.02 ,02583.00 ,47 
   23.73 ,02593.00 ,47 
   24.47 ,02609.00 ,47 
   25.20 ,02619.00 ,47 
   25.92 ,02656.00 ,47 
   26.66 ,02664.00 ,47 
   27.38 ,02681.00 ,47 
   28.12 ,02692.00 ,47 
   28.84 ,02720.00 ,47 
   29.56 ,02732.00 ,47 
   30.30 ,02762.00 ,47 
   31.02 ,02784.00 ,47 
   31.75 ,02812.00 ,47 
   32.48 ,02851.00 ,47 
   33.20 ,02867.00 ,47 
   33.94 ,02887.00 ,47 
   34.53 ,02918.00 ,47 
   35.39 ,02942.00 ,47 
   36.00 ,02969.00 ,47 
   36.72 ,02993.00 ,47 
   37.45 ,03027.00 ,47 
   38.17 ,03043.00 ,47 
   38.91 ,03101.00 ,47 
   39.64 ,03123.00 ,47 
   40.36 ,03147.00 ,47 
   41.08 ,03194.00 ,47 
   41.81 ,03240.00 ,47 
   42.53 ,03265.00 ,47 
   43.27 ,03303.00 ,47 
   43.98 ,03352.00 ,47 
   44.70 ,03389.00 ,47 
   45.44 ,03427.00 ,47 
   46.16 ,03500.00 ,47 
   46.89 ,03527.00 ,47 
   47.61 ,03575.00 ,47 
   48.33 ,03539.00 ,47 
   49.06 ,03500.00 ,47 
   49.78 ,03456.00 ,47 
   50.52 ,03450.00 ,47 
   51.23 ,03522.00 ,47 
   51.95 ,03579.00 ,47 
   52.69 ,03618.00 ,47 
   53.41 ,03605.00 ,47 
   54.14 ,03552.00 ,47 
   54.86 ,03567.00 ,47 
   55.58 ,03530.00 ,47 
   56.31 ,03507.00 ,47 
   57.03 ,03494.00 ,47 
   57.77 ,03447.00 ,47 
   58.48 ,03405.00 ,47 
   59.20 ,03386.00 ,47 
   59.94 ,03365.00 ,47 
   60.66 ,03354.00 ,47 
   61.39 ,03299.00 ,47 
   62.11 ,03280.00 ,47 
   62.84 ,03268.00 ,47 
   63.56 ,03254.00 ,47 
   64.30 ,03242.00 ,47 
   65.03 ,03230.00 ,47 
   65.77 ,03191.00 ,47 
   66.50 ,03173.00 ,47 
   67.23 ,03172.00 ,47 
   67.97 ,03144.00 ,47 
   68.70 ,03133.00 ,47 
   69.44 ,03121.00 ,47 
   70.17 ,03120.00 ,47 
   70.89 ,03115.00 ,47 
   71.62 ,03080.00 ,47 
   72.36 ,03083.00 ,47 
   73.09 ,03069.00 ,47 
   73.83 ,03054.00 ,47 
   74.56 ,03050.00 ,47 
   75.30 ,03022.00 ,47 
   76.03 ,03011.00 ,47 
   76.77 ,03010.00 ,47 
   77.50 ,02992.00 ,47 
   78.23 ,02994.00 ,47 
   78.95 ,02990.00 ,47 
   79.69 ,02988.00 ,47 
   80.42 ,02982.00 ,47 
   81.28 ,02979.00 ,47 
   81.89 ,02975.00 ,47 
   82.62 ,02969.00 ,47 
   83.36 ,02964.00 ,47 
   84.09 ,02964.00 ,47 
   84.83 ,02961.00 ,47 
   85.56 ,02966.00 ,47 
   86.30 ,02956.00 ,47 
   87.02 ,02964.00 ,47 
   87.75 ,02963.00 ,47 
   88.61 ,02952.00 ,47 
   89.34 ,02938.00 ,47 
   89.94 ,02961.00 ,47 
   91.16 ,08308.00 ,47 
   91.89 ,08308.00 ,47 
   92.62 ,08327.00 ,47 
   92.64 ,00000.00 ,0 
   93.34 ,08372.00 ,47 
   94.08 ,08333.00 ,47 
   95.19 ,02445.00 ,47 
   95.92 ,02454.00 ,47 
   96.64 ,02492.00 ,47 
   97.38 ,02526.00 ,47 
   98.11 ,02565.00 ,47 
   98.84 ,02589.00 ,47 
   99.58 ,02638.00 ,47 
   100.30 ,02673.00 ,47 
   101.03 ,02718.00 ,47 
   101.77 ,02746.00 ,47 
   102.50 ,02804.00 ,47 
   103.22 ,02841.00 ,47 
   103.95 ,02900.00 ,47 
   104.56 ,02944.00 ,47 
   105.30 ,03008.00 ,47 
   106.03 ,03049.00 ,47 
   106.75 ,03115.00 ,47 
   107.48 ,03171.00 ,47 
   108.22 ,03137.00 ,47 
   108.95 ,03164.00 ,47 
   109.69 ,03185.00 ,47 
   110.42 ,03192.00 ,47 
   111.16 ,03208.00 ,47 
   111.89 ,03243.00 ,47 
   112.62 ,03257.00 ,47 
   113.36 ,03266.00 ,47 
   114.09 ,03287.00 ,47 
   114.83 ,03286.00 ,47 
   115.56 ,03328.00 ,47 
   116.30 ,03361.00 ,47 
   117.03 ,03378.00 ,47 
   117.78 ,03390.00 ,47 
   118.52 ,03428.00 ,47 
   119.25 ,03452.00 ,47 
   119.98 ,03473.00 ,47 
   120.72 ,03509.00 ,47 
   121.45 ,03538.00 ,47 
   122.19 ,03566.00 ,47 
   122.92 ,03574.00 ,47 
   123.66 ,03623.00 ,47 
   124.39 ,03663.00 ,47 
   125.12 ,03656.00 ,47 
   125.88 ,03599.00 ,47 
   126.61 ,03546.00 ,47 
   127.34 ,03510.00 ,47 
   128.08 ,03515.00 ,47 
   128.81 ,03448.00 ,47 
   129.55 ,03475.00 ,47 
   130.28 ,03411.00 ,47 
   131.02 ,03381.00 ,47 
   131.75 ,03344.00 ,47 
   132.48 ,03297.00 ,47 
   133.23 ,03255.00 ,47 
   133.97 ,03261.00 ,47 
   134.70 ,03294.00 ,47 
   135.45 ,03351.00 ,47 
   136.19 ,03302.00 ,47 
   136.94 ,03292.00 ,47 
   137.67 ,03249.00 ,47 
   138.42 ,03192.00 ,47 
   139.16 ,03180.00 ,47 
   139.89 ,03102.00 ,47 
   140.64 ,03097.00 ,47 
   141.38 ,03071.00 ,47 
   142.12 ,03034.00 ,47 
   142.86 ,03010.00 ,47 
   143.61 ,02966.00 ,47 
   144.34 ,02941.00 ,47 
   145.22 ,02930.00 ,47 
   145.83 ,02915.00 ,47 
   146.56 ,02901.00 ,47 
   147.44 ,02844.00 ,47 
   148.17 ,02833.00 ,47 
   148.92 ,02814.00 ,47 
   149.66 ,02807.00 ,47 
   150.41 ,02777.00 ,47 
   151.14 ,02751.00 ,47 
   151.88 ,02732.00 ,47 
   152.62 ,02724.00 ,47 
   153.36 ,02706.00 ,47 
   154.11 ,02687.00 ,47 
   154.84 ,02679.00 ,47 
   155.59 ,02673.00 ,47 
   156.33 ,02640.00 ,47 
   157.08 ,02645.00 ,47 
   157.81 ,02632.00 ,47 
   158.56 ,02605.00 ,47 
   159.30 ,02599.00 ,47 
   160.05 ,02589.00 ,47 
   160.78 ,02591.00 ,47 
   161.53 ,02571.00 ,47 
